ID,IsPeaceful,Title,Context,OptA_Text,OptA_Result_Txt,OptA_Result_Data,NextID_A,Condition_A,OptB_Text,OptB_Result_Txt,OptB_Result_Data,NextID_B,Condition_B,Effect_Type
12003,1,新衣服的重量,范羌拿来了干净的衣服。丝绸的中衣，厚实的棉袍。它们柔软得不可思议。但穿在身上，你觉得像是在裹尸布里一样不自在。你的皮肤已经习惯了粗糙的摩擦，习惯了寒冷。温暖反而让你感到刺痛。这是一种‘幸存者综合症’——你觉得自己不配享受温暖。,穿上：为了体面地见人,恢复威望,ADD_RES:belief:5,12004,,披着旧甲：那是我的皮肤,老兵风骨,ADD_RES:belief:10,12004,,
12004,0,倒计时,二十人。十八人。十五人。队伍越来越短。每一天都有人掉队。他们不是不想走，是身体的零件报废了。你看着这些剩下的兄弟，每个人都在默默计算着自己还能走多远。这像是一场残酷的淘汰赛，终点是玉门关，奖品是‘活下去’。,把药留给最弱的：强行续命,无力回天,SUB_RES:grain:10|SUB_RES:belief:1,12005,,平均分配：顺其自然,自然减员,SUB_RES:belief:2,12005,,
12005,1,近乡情怯,看到了。地平线上那道巍峨的轮廓。玉门关。你梦里出现过一万次的地方。但此刻，你的脚步慢了下来。你害怕。害怕关门打开后的喧嚣，害怕人们审视的目光，害怕面对那些死者家属的质问：‘为什么只有你回来了？’,深呼吸：整理仪容,恢复理智,ADD_RES:belief:10,12006,,犹豫不前：我想躲起来,士气低落,SUB_RES:belief:10,12006,,
12006,1,中郎将的迎接,玉门关大开。中郎将郑众亲自出迎。他穿着整洁的官服，身后是排列整齐的仪仗队。当你带着这群衣衫褴褛、如同野鬼的人走近时，音乐停了。郑众愣住了。他闻到了你们身上的血腥味、尸臭味和野兽的味道。他眼圈红了，对着你们深深一拜。,还礼：交出节杖,触发结算,ADD_RES:belief:0,12007,,沉默伫立：无法言语,触发结算,ADD_RES:belief:0,12007,,
12007,1,清洗罪孽,郑众安排了沐浴。热水。皂角。你看着黑色的水从身上流下来。那是洗得掉的污垢。但有些东西——比如吃过的人肉、杀过的使者、丢下的伤员——是洗不掉的。它们已经渗进了你的骨髓里，成为了你的一部分。,用力搓洗：试图遗忘,内心动摇,SUB_RES:belief:5,12008,,静静浸泡：接受共存,内心平静,ADD_RES:belief:5,12008,,
12008,1,点名：余十三人,最后的时刻。书记官在名册上勾画。出发时数百人，现在站在校场上的，稀稀拉拉。十三人。只有十三个。这个数字像一颗钉子，钉在了史书上。风吹过空荡荡的校场，你仿佛看到了那些没回来的人就站在空位上，静静地看着你。,大哭：宣泄所有的痛苦,达成结局,ADD_RES:belief:0,12009,,仰天长啸：不屈的灵魂,达成结局,ADD_RES:belief:0,12009,,
12009,1,审判日（Karma）,朝廷的使者来了。他们不仅带来了赏赐，也带来了审问。关于杀使者，关于吃人，关于违抗军令。在这个文明的世界里，你在疏勒城做的一切都是罪行。但在那个地狱里，那是生存。你如何辩解？,辩解：为了活下去,判定信念,ADD_RES:belief:0,12010,BELIEF<50,沉默：功过任人评说,判定威望,ADD_RES:belief:0,12011,BELIEF>50,
12010,1,结局分支：血色修罗,（若吃人/杀使者/信念低）人们敬畏你，但远离你。你活了下来，但你的灵魂留在了疏勒城。你会在半夜惊醒，嘴里有血腥味。你成了大汉的英雄，也是自己的囚徒。这是一个关于生存的残酷笑话。,接受：我是活着的鬼,结局CG,DAMAGE:0,-1,,无,无,无,-1,,GAME_OVER
12011,1,结局分支：千秋功业,（若坚守底线/信念高）你带回了汉家的旗帜，也带回了汉家的尊严。十三将士归玉门，成为了传颂千年的史诗。虽然伤痛伴随一生，但你看着玉门关的夕阳，知道这一切没有白费。你守住了。,微笑：看向东方,结局CG,DAMAGE:0,-1,,无,无,无,-1,,GAME_OVER
13000,1,疯子的演讲,你站在疏勒城的广场上。士兵们看着你，眼神里充满了对死亡的恐惧。你笑了。你指着那座高耸入云、终年积雪的天山说：‘匈奴人以为墙是用来挡人的。但对于汉军来说，墙是用来翻的。那边有肉，有酒，有龟兹王的脑袋。谁想跟我去取？’这番话违背了所有兵法，但它点燃了某种名为‘野心’的火焰。,全军出发：改写历史,士气狂热,ADD_RES:belief:100,13001,,烧毁退路：破釜沉舟,攻击提升,SUB_RES:belief:20,13001,,
13001,0,第一道冰壁,这不是行军，这是攀岩。垂直的冰壁像是一面巨大的镜子，映照出你们渺小的身影。寒风试图把你们吹下去。你的手指扣在岩石缝里，指甲断裂，鲜血流出来瞬间结冰。你的肌肉在尖叫，但你的大脑在命令：向上，向上，哪怕是用牙齿咬住岩石。,强行攀登：无视损耗,全员通过,SUB_RES:belief:20,13002,,寻找兽道：相信直觉,发现近路,SUB_RES:grain:5,13002,,
13002,1,缺氧的肺,海拔三千米。空气稀薄得像吝啬鬼的施舍。每一次呼吸都像是在吞咽碎玻璃。你的肺部在燃烧，心脏狂跳得要撞断肋骨。士兵们开始出现高原反应，有人跪在雪地里呕吐。你必须教他们如何像高山上的岩羊一样呼吸。,调整呼吸节奏：冥想,恢复体力,ADD_RES:belief:10,13003,,强制行军：适应痛苦,士兵阵亡,SUB_RES:belief:5,13003,,
13003,0,负重的博弈,雪越来越深。每一步都要拔出腿来，消耗双倍的卡路里。身上的铠甲、盾牌、多余的干粮，现在都成了死神的砝码。是为了防御力保留铁块，还是为了速度保留性命？这是一个极简主义的哲学问题。,丢弃重甲：轻装上阵,速度爆发,SUB_RES:armor:20,13004,,保留物资：负重前行,兵力滑坠,SUB_RES:belief:10,13004,,
13004,1,云端之上的野餐,你们爬到了云层之上。这里没有风，只有死寂的蓝天和刺眼的阳光。你们坐在悬崖边，吃着风干的牛肉。这牛肉硬得像石头，但此刻却无比美味。你看着脚下的云海，想象着匈奴人还在山脚下像傻子一样围着空城。这种上帝视角的快感，比任何美酒都醉人。,高调嘲讽：我们是神,士气提升,ADD_RES:belief:20,13005,,沉默进食：保存热量,恢复体力,ADD_RES:belief:20,13005,,
13005,0,雪崩竞速,轰隆隆。山顶的积雪松动了。声音像是一万辆战车在咆哮。白色的大浪从头顶压下来。在这毁灭性的力量面前，你感到的不是恐惧，而是刺激。这才是配得上汉军葬礼的规格！但今天，你们不打算死。,滑盾而下：人体雪橇,极速脱离,SUB_RES:belief:30,13006,,寻找岩石掩体：硬抗,装备受损,SUB_RES:armor:2,13006,ARMOR>0,
13006,1,冰封的巨兽,在冰川深处，你看到了一具被冻结的猛犸象（或者是某种上古巨兽）的尸体。它保持着冲锋的姿态，獠牙指向苍穹。你的副官惊恐地看着它，以为是妖怪。你走过去，敲了敲那坚硬的冰层。‘看，’你说，‘连这种怪物都死在了这里。但我们活着。说明我们比怪物更强。’,取下獠牙：作为战利品,获得宝物,ADD_RES:grain:50,13007,,宣告胜利：建立图腾,士气突破,ADD_RES:belief:50,13007,,
13007,1,幻觉中的卫青,海拔太高了，脑缺氧带来了幻觉。你看到前方的雪雾中站着几个人影。是卫青？是霍去病？还是那个已经在疏勒城战死的兄弟？他们在向你招手，指引方向。你的理智告诉你这是脑损伤，但你的情感告诉你，这是英灵的护佑。,追随幻影：冲锋！,快速行军,SUB_RES:belief:5,13008,,打醒自己：我是耿恭,战术清醒,ADD_RES:belief:10,13008,,
13008,0,夜晚的拥抱,夜幕降临，气温骤降至零下四十度。如果停下来睡觉，可能会永远醒不过来。但如果继续走，会在黑暗中摔死。你必须在‘冻死’和‘摔死’之间做一个选择。或者，用某种更疯狂的办法取暖。,相互依偎：抱团取暖,兄弟情深,ADD_RES:belief:20|SUB_RES:belief:5,13009,,点燃多余衣物：奢侈的火,获得温暖,SUB_RES:grain:10,13009,,
13009,1,雪盲症,世界消失了。上下左右全是白色。强烈的反光烧灼着视网膜。你看不到路，只能看到一片刺眼的虚无。如果不想瞎，就得把眼睛蒙上。这是一场‘盲人摸象’般的行军，你只能依靠手中的矛杆和脚下的触感。,蒙眼行军：用心眼看路,感知提升,ADD_RES:belief:5,13010,,强行睁眼：寻找地标,视力受损,SUB_RES:belief:5,13010,,
13010,1,最后一道山脊,翻过这里，就是下坡路。你站在山脊上，第一次看到了山的另一边。绿色的。不再是白色，是绿色的！龟兹国的平原，河流，还有那些冒着炊烟的村庄。那绿色刺痛了你的眼睛，让你想哭。那是生的颜色。,狂笑：我们做到了！,压力释放,ADD_RES:belief:20,13011,,静默流泪：向山致敬,征服者,ADD_RES:belief:50,13011,,
13011,1,下山的滑梯,上山靠腿，下山靠命。南坡陡峭得像墙。没有路。唯一的办法就是滑下去。坐在盾牌上，或者直接用屁股。这像是一场疯狂的滑梯游戏。速度会越来越快，直到你撞上石头，或者直接冲进龟兹人的后花园。这不再是行军，这是自由落体。,全军滑降：听天由命,快速脱离,SUB_RES:belief:30,14000,,绳索悬降：稳妥但慢,遭遇巡逻,SUB_RES:grain:10,14000,,
14000,1,后花园的访客,你们满身冰渣，像一群从天而降的雪怪出现在龟兹城后方。这里的守军松懈得像是一群正在午睡的猫。他们根本想不到，有人能从‘那座山’上下来。你看着繁华的龟兹城，看着那些冒着炊烟的粮仓。你的嘴角裂到了耳根。这不仅仅是补给站，这是你的起兵之地。,夜间潜入：像幽灵一样,潜行模式,ADD_RES:belief:5,14001,,正面强袭：神兵天降,敌军混乱,ADD_RES:belief:10,14001,,
14001,0,酒窖里的战争,第一个被攻陷的是酒窖。守卫喝得烂醉，被你的士兵拧断了脖子。空气中弥漫着葡萄美酒的香气。你的士兵——那些在雪山上吃雪的野兽——现在站在没过脚踝的酒水里。他们想喝。但现在喝就是死。现在要杀人。,忍住酒瘾：先杀人后喝酒,攻击暴增,ADD_RES:belief:10,14002,,放纵片刻：喝壮行酒,容易暴露,ADD_RES:belief:100,14002,,
14002,0,燃烧的武库,你找到了龟兹人的武库。这里堆满了匈奴人支援的精良装备。这简直是给你们准备的礼物。你拿起一把崭新的弯刀，试了试手感。比你的卷刃汉剑好用多了。你的逻辑脑在计算：要把这些全带走是不可能的。那就……用不完的都烧了。,换装：全员神装,攻防提升,ADD_RES:armor:50,14003,,烧毁剩余：制造混乱,敌军崩溃,SUB_RES:belief:10,14003,,
14003,1,地牢里的汉音,在攻打王宫的途中，你发现了一处地牢。里面关押着数百名衣衫褴褛的人。他们不是罪犯，是被匈奴掳掠来的汉人奴隶，还有不愿臣服匈奴的西域义士。他们看着你的汉军旗帜，眼神从麻木变成了不可置信的狂热。这是你第一笔真正的财富。,打开牢门：发给武器！,获得新兵,ADD_RES:belief:200,14004,,无视他们：累赘,失去民心,SUB_RES:belief:20,14004,,
14004,1,龟兹王的噩梦,龟兹王在睡梦中被叫醒。他看到床前站着一个浑身是血、披着破烂皮甲的汉人。你。你微笑着看着他，手里的刀滴着血。‘陛下，’你说，‘我听说你想要把汉军饿死？我饿了，我想借你的人头一用。’这不仅是刺杀，这是心理上的凌迟。,斩首示众：震慑西域,敌国投降,ADD_RES:belief:50,14005,,绑架勒索：索要物资,获得财富,ADD_RES:grain:500,14005,,
14005,1,暴发户的烦恼,战斗结束得太快了。粮仓里的粮食够你们吃十年。这种瞬间的‘暴富’让士兵们有些不知所措。有人开始往怀里塞金子，有人想去抢劫民居。这是关键时刻。你们是来当强盗的，还是来当征服者的？,大肆赏赐但严禁扰民,获得民心,ADD_RES:belief:30,14006,,纵兵抢掠：狂欢三日,失去民心,ADD_RES:grain:1000|SUB_RES:belief:30,14006,,
14006,1,集市上的演讲,天亮了。龟兹百姓惊恐地发现城头变幻大王旗。你站在集市的高台上，脚下是龟兹王的尸体。你没有恐吓他们，你宣布：‘汉军回来，不是为了抢劫，是为了驱逐匈奴，恢复丝路。凡助我大汉者，免税三年！’人群中爆发出一阵骚动，然后是稀稀拉拉的掌声，最后是欢呼。,征召义勇：谁愿随我？,获得义从,ADD_RES:belief:500,14007,,分发粮食：收买人心,威望提升,SUB_RES:grain:100|ADD_RES:belief:50,14007,,
14007,0,来自单于的问候,一支匈奴巡逻队在城外遭遇了你们。他们还不知道城池已失，以为是龟兹的盟友，甚至上前打招呼。直到你的弩箭射穿了他们的喉咙。这一刻，信息差就是你的武器。匈奴主力还在疏勒城围困空气，而你们已经在他们的后方跳舞。,伪装信使：传递假情报,误导敌军,ADD_RES:belief:10,14008,,全歼巡逻队：封锁消息,获得战马,ADD_RES:grain:50,14008,,
14008,1,工匠的献礼,城中的铁匠和皮匠主动找到了你。他们受够了匈奴人的盘剥。‘将军，我们能修好这些甲胄。’他们看着你身上那些煮烂的、用麻绳绑着的装备，眼里满是敬畏。这不仅仅是修装备，这是西域手工业阶层对你的站队。,接受整备：全员换装,装备修复,ADD_RES:armor:20,14009,,支付报酬：公平交易,获得支持,SUB_RES:grain:50|ADD_RES:belief:50,14009,,
14009,1,匈奴使者的命运,你在王宫里抓到了几个正在享乐的匈奴税务官。他们平日里作威作福，现在却像猪一样被捆在地上。周围的百姓恨得牙痒痒，想要生吞了他们。这是一个展示你‘公道’的机会。,交给百姓审判：泄愤,民心大悦,ADD_RES:belief:20,14010,,公开斩首：以汉律处刑,建立威严,ADD_RES:belief:10,14010,,
14010,1,扩军备战,有了钱，有了粮，有了民心，队伍开始壮大。不仅仅是汉人奴隶，连一些龟兹的士兵也倒戈加入。你的三百人小队变成了两千人的混编军团。你需要重新整编，教他们汉军的阵法，把这群乌合之众变成军队。,严酷训练：提升纪律,组织提升,SUB_RES:belief:5,14011,belief>1000,以战代练：准备出征,攻击提升,ADD_RES:belief:10,14011,,
14011,1,出征前的誓师,龟兹已定。但这只是开始。你的目标是整个西域，是那个高高在上的右贤王。你看着台下黑压压的军队——有汉人，有龟兹人，有羌人。语言不通，但眼神一致。那是对胜利的渴望。你拔剑指东：‘下一个，于阗！’,全军开拔：气吞万里,速度提升,ADD_RES:belief:20,15000,,留兵驻守：巩固后方,后勤保障,SUB_RES:belief:500|ADD_RES:grain:200,15000,belief>1500,
15000,0,南下的利剑,大军开拔。目标：于阗。这不再是一次行军，而是一次游行。你的队伍里混合了汉军的弩手、龟兹的骑兵、还有自愿加入的奴隶。沿途的小部落看着这支庞杂但杀气腾腾的队伍，像鹌鹑一样瑟瑟发抖。挡在前面的第一个障碍，是于阗北部的【流沙堡】。,劝降：给他们一个机会,守军拒绝,ADD_RES:grain:20,15001,,强攻：碾压过去,快速胜利,ADD_RES:grain:50,15001,,
15001,0,雇佣兵的价码,于阗王虽然软弱，但他有钱。他雇佣了一支凶悍的匈奴流浪骑兵在山口拦截。这群亡命之徒只认钱不认人。他们拦住了去路，叫嚣着要买路钱。你的副官问：‘给钱还是给箭？’你笑了。你的钱是用来赏赐兄弟的，不是给野狗的。,冲锋：用铁蹄践踏,全歼敌军,SUB_RES:belief:50|ADD_RES:grain:30,15002,,收买：反向雇佣,获得雇佣兵,SUB_RES:grain:200|ADD_RES:belief:300,15002,GRAIN>200,
15002,1,沙漠中的绿洲,行军途中。你们遇到了一群被匈奴人遗弃的难民。他们快渴死了。按照兵法，军队不该被平民拖累。但按照‘王道’，这正是收买人心的好机会。你看着水囊，又看着那些干枯的手。你的直觉告诉你，水可以换来比黄金更贵重的东西。,分水：大汉不弃子民,民心所向,ADD_RES:belief:100,15003,,无视：慈不掌兵,士气微降,SUB_RES:belief:5,15003,,
15003,0,叛徒的恐慌,消息传到了于阗城。那个曾经背叛大汉、投靠匈奴的国王，现在正瑟瑟发抖。他派出了所谓‘六大将’中的前锋来阻击。在峡谷里，你看到了敌将的旗帜。他占据了高地。但在绝对的士气压制面前，地形只是一个借口。,阵前斩将：单挑,士气暴涨,ADD_RES:belief:20|SUB_RES:belief:20,15004,ARMOR>50,火箭覆盖：烧死他们,敌军溃逃,SUB_RES:grain:20,15004,,
15004,1,甚至不需要攻城,大军抵达于阗城下。你原本以为会有一场恶战。但当你打出‘汉’字大旗，并让之前救下的难民在城下喊话时，奇迹发生了。城门缓缓打开。不是守军开的，是城里的百姓和义军开的。他们受够了匈奴人的走狗。这就是‘民心’的力量。,入城安民：秋毫无犯,获得义军,ADD_RES:belief:800|ADD_RES:belief:100,15005,BELIEF>50,纵兵劫掠：惩罚叛城,获得财富,ADD_RES:grain:1000|SUB_RES:belief:100,15005,,
15005,0,王宫的最后抵抗,于阗王躲在王宫里，身边只有最后几百名死士。他把宫门锁死，企图负隅顽抗。他在尖叫：‘匈奴人会来救我的！’这声音听起来像是一只被困在笼子里的老鼠。结束这一切吧。为了死在疏勒城的兄弟，为了大汉的尊严。,破门而入：终结,斩杀叛徒,DAMAGE:0,15006,,放火烧宫：省事,财宝烧毁,ADD_RES:grain:0,15006,,
15006,1,迟来的审判,于阗王被拖到了广场上。他痛哭流涕，说自己是被逼的。说他其实心向大汉。你看着他，就像看着一坨会说话的垃圾。周围的百姓在怒吼：‘杀了他！’你的刀在鞘里嗡嗡作响。这一刀，不是为了杀戮，是为了确立秩序。,公开处决：以叛国罪论处,震慑西域,ADD_RES:belief:50,15007,,扶持傀儡：榨取价值,获得贡品,ADD_RES:grain:500,15007,,
15007,1,开仓放粮,于阗的国库里堆满了剥削来的粮食。你下令：取之于民，用之于民。除了补充军需外，剩下的全部分给百姓。这一举动让你彻底神格化。在西域人眼里，你不再是外来的征服者，你是上天派来的解放者。年轻的壮丁排着队要加入你的军队。,扩充军备：精兵简政,战力提升,ADD_RES:armor:20,15008,,来者不拒：人海战术,兵力暴增,ADD_RES:belief:2000|SUB_RES:grain:500,15008,GRAIN>500,
15008,1,西域诸国的朝贺,于阗既下，南道震动。莎车、鄯善等国的使者带着礼物在营门外排队。他们看着你那支混合了各族战士的庞大军队，眼神里满是敬畏。你坐在虎皮交椅上，手里把玩着从于阗王那里缴获的金印。你意识到，你现在一句话，就能决定一个国家的生死。,组建联军：听我号令,获得Buff,ADD_RES:belief:20,15009,,索要贡金：充实军费,获得财富,ADD_RES:grain:800|SUB_RES:belief:10,15009,,
15009,0,匈奴的反应,终于，北匈奴的主力反应过来了。右贤王得知后方起火，暴跳如雷。他派出了一支精锐骑兵试图夺回于阗。但这不再是围猎了，这是战争。你拥有坚固的城池，充足的粮草，和誓死保卫家园的士兵。,出城迎击：正面硬刚,大获全胜,ADD_RES:grain:100,15010,,坚壁清野：消耗敌军,敌军退兵,ADD_RES:grain:0,15010,,
15010,1,英雄的武器,在于阗的皇家武库里，你找到了一把传说中的宝刀。也许是前代汉军遗落的，也许是西域工匠的巅峰之作。它比你手里那把砍卷刃的汉剑锋利百倍。工匠说：‘宝刀配英雄。’你握住刀柄，感觉它就是你手臂的延伸。,装备宝刀：攻击力质变,获得神兵,ADD_RES:armor:100,15011,,赏赐给副官：收买人心,获得护卫,ADD_RES:belief:50,15011,,
15011,1,遥望南方,平定于阗后，你站在城楼上向东眺望。在遥远的南道，另一个传奇正在书写。班超。那个投笔从戎的家伙。情报显示，他正在向这边靠拢。你们就像两把尖刀，一南一北，把匈奴人的势力范围捅了个对穿。是时候会师了。,修书一封：约期会师,开启会师,ADD_RES:belief:10,16000,,继续独走：不需要帮手,独狼路线,ADD_RES:belief:0,16000,,
16000,1,南道的幽灵,你们离开于阗向东进发。斥候回报，前方有一支奇怪的队伍。人数很少，只有三十六人。但所到之处，鬼神避让。他们没有攻城，但城池为他们而开。那是班超的队伍。三十六人控制了整个南道。这是另一种极致的暴力美学：谋略。,派出使者：接触,建立联系,ADD_RES:belief:10,16001,,保持戒备：防止诈降,错失良机,SUB_RES:belief:5,16001,,
16001,1,沙漠中的对视,两军在沙漠边缘相遇。一边是你浩浩荡荡的三千联军，一边是班超那精干冷峻的三十六骑。风沙吹过，旌旗猎猎。你看到了那个传说中的男人。他不像你这样满身血污，他看起来像个书生，但眼神比刀还利。这是‘武’与‘智’的对视。,下马相迎：英雄惜英雄,班超好感,ADD_RES:belief:20,16002,,马上抱拳：保持傲气,保持距离,ADD_RES:belief:0,16002,,
16002,1,帐中夜话,当晚，大帐内灯火通明。你和班超抵足而眠。你们交换了情报。你讲了疏勒城的吃人地狱，他讲了斩杀匈奴使者的雷霆手段。你们发现，虽然手段不同，但你们流着一样的血，有着一样的疯劲。‘耿兄，’班超指着地图，‘匈奴人主力在北，我们合兵一处，可吞天下。’,歃血为盟：结拜兄弟,士气突破,ADD_RES:belief:50,16003,,各自为战：互为犄角,战术灵活,ADD_RES:belief:10,16003,,
16003,0,试探性的切磋,你的手下和班超的手下有些不服气。你的人觉得对方人少是软脚虾，对方觉得你们人多是乌合之众。一场比武不可避免。这是军人的交流方式。拳头硬的才有话语权。,派出精锐：展示武力,获得士气,ADD_RES:belief:10|SUB_RES:belief:5,16004,,亲自下场：震慑全场,班超折服,ADD_RES:belief:30,16004,ARMOR>80,
16004,1,智囊的加入,班超不仅带来了三十六个杀手，还带来了整个南道的情报网和外交关系。你的地图瞬间被点亮了。哪里有水源，哪里有埋伏，哪里有匈奴的粮仓，一清二楚。这就像是给你的大军装上了眼睛。,整合情报：更新地图,全图视野,ADD_RES:belief:20,16005,,专注于军事：你主谋我主战,攻击提升,ADD_RES:armor:10,16005,,
16005,1,三十六国的檄文,班超提议，与其一个个打，不如发布檄文，号召西域共抗匈奴。他负责写（他是投笔从戎的文人），你负责展示武力。这篇檄文将是压垮匈奴统治的最后一根稻草。,发布檄文：天下响应,获得兵源,ADD_RES:belief:5000|ADD_RES:grain:1000,16006,BELIEF>80,武力威胁：不从者死,恐怖统治,ADD_RES:belief:20,16006,,
16006,0,匈奴的离间计,右贤王急了。他派人散布谣言，说班超想吞并你的军队，或者说你想独吞功劳。低级的离间计。但在权力面前，人心是脆弱的。你需要展示绝对的信任，或者……留个心眼？,当众烧毁信件：绝对信任,联军团结,ADD_RES:belief:50,16007,,暗中调查：防人之心,获得情报,ADD_RES:belief:10,16007,,
16007,1,资源整合,你的大军需要粮草，班超的精锐需要装备。这是完美的互补。你用抢来的黄金武装了班超的三十六骑，把他们变成了重装特种兵。班超用外交手段为你筹集了足够吃一年的粮草。这就是‘双雄’的含金量。,全军换装：鸟枪换炮,战力质变,ADD_RES:armor:50|SUB_RES:grain:500,16008,GRAIN>500,储备粮草：深挖洞广积粮,生存提升,ADD_RES:grain:0,16008,,
16008,0,遭遇战：左贤王的突袭,北匈奴左贤王（不是右贤王，是另一路援军）试图趁你们立足未稳发动突袭。他以为你们还在磨合期。但他错了。你负责正面硬抗，班超负责侧翼偷袭。这是一场教科书式的歼灭战。,正面冲锋：吸引火力,完美胜利,SUB_RES:belief:50,16009,,防守反击：稳扎稳打,敌军逃脱,ADD_RES:belief:0,16009,,
16009,1,战后分赃,击败左贤王后，缴获无数。战马、牛羊、俘虏。如何分配战利品考验着这个新联盟的稳固性。班超表示他只需要马匹，不要财物。这个男人，他的野心比黄金大得多。,按需分配：马归班超钱归我,各取所需,ADD_RES:grain:500,16010,,平分战利品：公平公正,士气提升,ADD_RES:belief:10,16010,,
16010,1,决战前的沙盘,大帐内，你们推演着最后的决战。目标：天山北麓，右贤王的主力大营。班超指出了敌军的死穴——水源和单于庭的支援路线。你看着沙盘，感觉自己不再是一个人在战斗。这种有靠山的感觉，真好。,采纳班超计策：断水断粮,削弱敌军,ADD_RES:belief:20,16011,,坚持正面决战：一力降十会,士气高涨,ADD_RES:belief:20,16011,,
16011,1,出师表,大军集结完毕。五千联军，加上班超的特种部队。旌旗遮天蔽日。你们向北进发，去迎接最后的命运。班超骑马走在你身边，笑着说：‘耿兄，此战之后，我们要么名垂青史，要么遗臭万年。’你拔出刀：‘只要赢了，史书就是我们写的。’,进军：目标右贤王！,进入Node9,ADD_RES:belief:0,17000,,最后整备：确保万无一失,恢复状态,ADD_RES:belief:100,17000,,
17000,1,墨水与鲜血,班超磨好了墨。你们需要写一篇檄文，宣告右贤王的罪状，并号召全西域起兵。这不仅仅是文字，这是魔法。它能把怯懦的农夫变成愤怒的战士。你看着白纸，思考着是用‘大义’来感召，还是用‘利益’来诱惑。,诉诸大义：犯强汉者虽远必诛,士气暴涨,ADD_RES:belief:50,17001,,诉诸利益：匈奴的牛羊归你们,获得雇佣兵,ADD_RES:belief:1000|SUB_RES:belief:20,17001,,
17001,1,万人的胃袋,五千张嘴。每天消耗的粮食是一个天文数字。你的粮官看着账本，头发都愁白了。‘将军，再这样吃下去，还没打仗我们就破产了。’后勤是战争的血液。你必须解决血液循环的问题，哪怕是用非常手段。,向各国征粮：战争税,获得粮食,ADD_RES:grain:1000|SUB_RES:belief:10,17002,,发行战争债券：许诺战后偿还,获得资金,ADD_RES:grain:500,17002,BELIEF>80,
17002,0,铁匠的日夜,营地里的打铁声彻夜未停。工匠们在把从龟兹武库里抢来的废铁融化，铸造箭头。空气中弥漫着硫磺和焦炭的味道。这是一种工业的美感。每一支打造出来的箭，都是射向右贤王眉心的一句脏话。,提升工艺：生产穿甲箭,攻击提升,ADD_RES:armor:20,17003,,批量生产：追求数量,获得箭矢,ADD_RES:grain:100,17003,,
17003,1,盟友的争吵,莎车国的将军和龟兹国的将军打起来了。为了争夺右翼的指挥权，也为了旧日的恩怨。这个庞大的联盟就像一个装满火药的桶，甚至不需要匈奴人，一点火星就能自己炸开。你是这里的最高裁决者。,武力镇压：都听我的,统合度升,ADD_RES:belief:20|SUB_RES:belief:10,17004,,调解纠纷：分而治之,获得政治,ADD_RES:belief:10,17004,,
17004,0,潜伏的影子,抓到了一个奸细。他在水井里投毒未遂。审讯得知，他是右贤王的死士，而且在联军高层有接头人。恐惧像病毒一样蔓延。每个人都在看身边的人：你是叛徒吗？你需要用一场雷霆行动来清除毒瘤。,宁可错杀：清洗可疑军官,消除隐患,SUB_RES:belief:200,17005,,引蛇出洞：散布假情报,诱杀间谍,ADD_RES:belief:10,17005,BELIEF>60,
17005,1,祭旗的牺牲,战前需要祭旗。按照古老的传统，需要杀生。牛？羊？还是……那些冥顽不灵的匈奴俘虏？士兵们渴望看到血，这能缓解他们对死亡的恐惧。这是一种原始的心理治疗。,斩杀匈奴百夫长：血祭,获得嗜血,ADD_RES:belief:20,17006,,打破迷信：只拜汉旗,获得文明,ADD_RES:belief:30,17006,,
17006,1,诸葛连弩（伪）,班超带来的工匠改良了弩机。虽然达不到传说中的连发，但射速提高了一倍。这是科技的碾压。你抚摸着新式的扳机，想象着匈奴骑兵冲锋时撞上箭雨的画面。那将是一场屠杀，而非战斗。,全面换装：列装新弩,远程强化,ADD_RES:armor:50|SUB_RES:belief:10,17007,,只装备精锐：特种作战,获得精锐,ADD_RES:belief:100,17007,,
17007,1,家书抵万金,决战前夜。营地里很安静。士兵们在写遗书，或者对着月亮发呆。你想起了洛阳。如果这次赢了，就能回家。如果输了，这里就是坟墓。你拿出一块木简，想写点什么，但最后只刻下了四个字：‘幸不辱命’。,烧掉木简：背水一战,决死意志,ADD_RES:belief:100,17008,,留给郑众：作为遗言,心态平和,ADD_RES:belief:20,17008,,
17008,0,萨满的诅咒,右贤王派来了萨满。他们在两军阵前跳大神，诅咒汉军。怪异的鼓声和惨叫声让人心烦意乱。士兵们开始窃窃私语，说看到了恶灵。这不仅仅是迷信，这是心理战。,命令神射手射杀萨满,打破恐惧,ADD_RES:belief:10,17009,,请出随军高僧/道士：斗法,士气大振,ADD_RES:belief:10,17009,,
17009,1,最后的地图推演,你和班超站在巨大的沙盘前。地形：天山北麓平原。敌军：三万精骑。我军：五千联军+特种部队。胜负手在于能否将敌军引入预设的‘死亡口袋’。你的手指在地图上划过，仿佛划开了敌人的咽喉。,选择平原决战：硬碰硬,攻击加成,ADD_RES:armor:20,17010,,选择河滩布阵：半渡而击,限制敌军,ADD_RES:belief:10,17010,BELIEF>80,
17010,1,全军出击,号角吹响了。五千人的脚步声让大地颤抖。旌旗遮天蔽日。你骑在汗血马上，走在最前列。身后是你的兄弟、你的盟友、你的士兵。这一刻，你不是一个人，你是历史洪流的一部分。去吧，去把那个旧时代碾碎。,拔剑怒吼：汉军威武！,士气锁定,ADD_RES:belief:50,17011,,沉默挥手：杀,冷酷状态,ADD_RES:belief:20,17011,,
